date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:32	23657/23657	---M--	200	added ('OK')	image/png	etag:%225f04ea36-5c69%22	https://www.hypergiant.com/wp-content/uploads/2020/07/division-ts-logo.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2020/07/division-ts-logo.png	(from https://www.hypergiant.com/)
18:29:32	22540/22540	---M--	200	added ('OK')	image/png	etag:%225f04ea51-580c%22	https://www.hypergiant.com/wp-content/uploads/2020/07/top-secter-2hm.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2020/07/top-secter-2hm.png	(from https://www.hypergiant.com/)
18:29:32	55174/55174	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Dec%202020%2012:59:31%20GMT	https://www.hypergiant.com/divisions/sensory-sciences/	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/divisions/sensory-sciences/index.html	(from https://www.hypergiant.com/)
18:29:33	1045/1045	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225dfda32c-415%22	https://www.hypergiant.com/wp-content/uploads/2018/02/human-robot-interaction.svg	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2018/02/human-robot-interaction.svg	(from https://www.hypergiant.com/)
18:29:33	3166/3166	---M--	200	added ('OK')	image/png	etag:%225dfda32c-c5e%22	https://www.hypergiant.com/wp-content/uploads/2019/01/table-icon-2.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2019/01/table-icon-2.png	(from https://www.hypergiant.com/)
18:29:33	576937/576937	---M--	200	added ('OK')	image/jpeg	etag:%225dfda32c-8cda9%22	https://www.hypergiant.com/wp-content/uploads/2019/02/c-image-bg-new-1.jpg	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2019/02/c-image-bg-new-1.jpg	(from https://www.hypergiant.com/)
18:29:33	2128/2128	---M--	200	added ('OK')	image/png	etag:%225dfda32c-850%22	https://www.hypergiant.com/wp-content/uploads/2019/01/table-icon-3.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2019/01/table-icon-3.png	(from https://www.hypergiant.com/)
18:29:33	3156/3156	---M--	200	added ('OK')	image/png	etag:%225dfda32c-c54%22	https://www.hypergiant.com/wp-content/uploads/2019/01/table-icon-4.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2019/01/table-icon-4.png	(from https://www.hypergiant.com/)
18:29:33	115322/115322	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Dec%202020%2012:59:32%20GMT	https://www.hypergiant.com/divisions/galactic/	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/divisions/galactic/index.html	(from https://www.hypergiant.com/)
18:29:33	3312/3312	---M--	200	added ('OK')	image/png	etag:%225dfda32c-cf0%22	https://www.hypergiant.com/wp-content/uploads/2019/01/table-icon-5.png	C:/Users/AnkitaSingh/Desktop/ajax/intern1/intern1/www.hypergiant.com/wp-content/uploads/2019/01/table-icon-5.png	(from https://www.hypergiant.com/)
